"cliente","LTV","Deal","Revenue Share","Servico extra","corretagem","lt"
Servizi Brasil Participacoes Ltda - Assessoria Byline - Escopo Fechado(Servizi Brasil Participacoes Ltda),15899.0,15899.0,,,,1
Sete Industria - Assessoria Byline - Escopo Fechado(Sete Industria E Comercio Ltda),15896.0,15896.0,,,,1
Idealcor(Idealcor Fisioterapia E Reabilitacao Ltda),15888.0,15888.0,,,,1
Onvision Multimarcas Ltda(On Vision Multimarcas Ltda),15875.0,15875.0,,,,7
Flight Marketing E Solucoes Empresariais Ltda(Flight Marketing E Solucoes Empresariais Ltda),15870.0,15870.0,,,,3
Franquia Ortobom Garanhuns(L&P Comercio De Colchoaria Ltda),15860.0,15860.0,,,,5
Lyceg Seguranca Patrimonial Ltda(Lyceg Seguranca Patrimonial Ltda),15855.0,15855.0,,,,5
Ergo Energia Inteligente Ltda(Ergo Energia Inteligente Ltda),15846.0,15846.0,,,,5
Aton Ambiental(Aton Tecnologia Ambiental Em Residuos Ltda),15840.0,15840.0,,,,12
Kman Moveis(Kman Comercio De Moveis Ltda),15840.0,15840.0,,,,3
Conecta Up(Conecta Telecomunicacao Ltda),15838.199999999999,15838.199999999999,,,,5
Zuriel(Sao Miguel Arcanjo Comercio De Calcados Rio Preto Ltda )(Sao Miguel Arcanjo Comercio De Calcados Rio Preto Ltda),15836.0,15836.0,,,,5
Momentus(Momentus Comercio De Artigos Confeccionados Ltda),15832.0,15832.0,,,,4
Ardrak Ginger Boutique Ltda(Ardrak Industria Comercio Imp Exp De Prod Nat Alim Ltda),15800.0,15800.0,,,,4
Atelie Bia Cravol(Atelie Bia Cravol Artesanatos Importacao E Exportacao Eireli )(Atelie Bia Cravol Artesanatos Importacao E Exportacao Eireli ),15800.0,15800.0,,,,4
Bras Estampas Confeccao E Estamparia Ltda(Bras Estampas Confeccao E Estamparia Ltda),15800.0,15800.0,,,,10
Estética Mitras(Mitras Centro De Estetica Ltda )(Mitras Centro De Estetica Ltda)(Mitras Centro De Estetica Ltda),15800.0,15800.0,,,,4
Instituto Dra Shape(Instituto Dra Shape Ltda),15800.0,15800.0,,,,2
Meu Armario Favorito(Chaiana Demarch ),15800.0,15800.0,,,,4
"Ta No Bolso(Rocket Tecnologia, Inteligencia De Dados E Gestao De Negocios S.A. )",15800.0,15800.0,,,,4
Pires Duarte Engenharia(Pires Duarte Engenharia Ltda),15784.0,15784.0,,,,4
Lorene Ribeiro E Carvalho Sociedade Individual De Advocacia(Lorene Ribeiro E Carvalho Sociedade Individual De Advocacia),15776.0,15776.0,,,,4
Teenflex - Assessoria Byline - Escopo Fechado(Teen Flex Inddustria E Comercio De Materiais Eletricos Ltda),15753.0,15753.0,,,,1
"3fs Comercio Ltda(3fs Comercio Ltda)",15750.0,15750.0,,,,6
Allcare Saúde Ocupacional,15750.0,15750.0,,,,7
Cenovicz Oftalmologia( ),15750.0,15750.0,,,,7
Clinica Estetica Longe Vita Ltda(Clinica Estetica Longe Vita Ltda),15750.0,15750.0,,,,9
Duo Laser Ltda(Duo Laser Ltda),15750.0,15750.0,,,,7
Editora Luz As Nacoes Eireli(Editora Luz As Nacoes Eireli),15750.0,15750.0,,,,7
Grupo Salus - 23,15750.0,15750.0,,,,9
Grupo Salus - 29,15750.0,15750.0,,,,9
Ig Fibras(Ig Fibras Ltda ),15750.0,15750.0,,,,7
Mais Ortodontia(Clinica Odontologica Mais Ortodontia Eireli ) ( Clinica Odontologica Mais Ortodontia Eireli ),15750.0,15750.0,,,,7
Nwc Produtos Naturais - Eireli - Transição(Nwc Produtos Naturais - Eireli ),15750.0,15750.0,,,,3
Oral Platinum Alfenas(Oral Platinum Odontologia Ltda),15750.0,15750.0,,,,9
Oral Ville Odontologia Ltda(Oral Ville Odontologia Ltda ),15750.0,15750.0,,,,7
Quattro Racing(Q.R.C. Preparacoes De Veiculos Ltda ),15750.0,15750.0,,,,7
Villa Da Mata(Sitio Villa Da Mata Hotel Ltda),15748.0,15748.0,,,,4
Graffite(Teixeira E Chaves Ltda),15738.0,15738.0,,,,2
Audiofy(Pro Clean Produtos Profissionais Ltda),15735.0,15735.0,,,,3
Ultimate Ppf(Ultimate Ppf Artigos Automotivos Ltda),15734.0,15734.0,,,,2
Maju Ferreira Publicidade(Maju Ferreira Publicidade Ltda),15722.0,15722.0,,,,7
"Leia'S Cleaning Company, Inc(Leia'S Cleaning Company, Inc)",15716.0,15716.0,,,,4
Se Connect(Se-Connect Internet Banda Larga Ltda),15716.0,15716.0,,,,4
"Comab Industria, Comercio E Manutencao De Baterias Ltda(Comab Industria, Comercio E Manutencao De Baterias Ltda)",15714.0,15714.0,,,,3
Colegio Noeme Campos(Colegio Noeme Campos Ltda),15705.0,15705.0,,,,5
Life Estética(Ana Lidia Bio Estetica Ltda)(Ana Lidia Bio Estetica Ltda),15700.0,15000.0,,700.0,,5
Pizzaria Di Napoli - Franquia Portão(Gean De Azevedo Da Rosa Pizzaria Ltda),15700.0,15700.0,,,,1
Espaço Da Moda Kids 1(E. M. Espaco Da Moda Confeccoes Ltda ),15687.0,15687.0,,,,7
Safe Go(Safe Go Tecnologia Ltda),15655.0,15655.0,,,,5
Royal House Solucoes Imobiliarias Ltda(Royal House Solucoes Imobiliarias Ltda),15652.0,15652.0,,,,4
Taquaral Empredimentos(Taquaral Empreendimentos Ltda),15626.88,15626.88,,,,4
Pelotas Hospedagem E Turismo Ltda(Pelotas Hospedagem E Turismo Ltda),15624.0,15624.0,,,,3
Instituto Betielly Quadros Odontologia Ltda  .(Instituto Betielly Quadros Odontologia Ltda  .),15615.0,15615.0,,,,5
Mayday(Mayday Ltda),15606.0,15606.0,,,,2
Bw School(Edmeire Barbieri Da Silva Ltda),15604.0,15604.0,,,,4
"51.604.402 Elizandra Christiane De Araujo Srbeck Lima(51.604.402 Elizandra Christiane De Araujo Srbeck Lima)",15600.0,15600.0,,,,1
"52.153.382 Junio Alberto Fontoura Dos Santos Junior(52.153.382 Junio Alberto Fontoura Dos Santos Junior)",15600.0,15600.0,,,,1
Ad Clinic | Jundiaí/Sp (Murad E Zanatta Centro De Estetica Ltda ),15600.0,15600.0,,,,13
Akropoli Store(I W Comercio De Vestuario Ltda ),15600.0,15600.0,,,,4
Avant Novomedica Servicos Medicos Ltda(Avant Novomedica Servicos Medicos Ltda),15600.0,15600.0,,,,3
Awise(Awise Solucoes Tecnologicas Ltda.),15600.0,15600.0,,,,4
Big Steps Do Brasil Ltda(Big Steps Do Brasil Ltda )(Big Steps Do Brasil Ltda ),15600.0,15600.0,,,,6
Centro De Cultura Anglo Americana,15600.0,15600.0,,,,13
Cetros,15600.0,15600.0,,,,6
Cimedica-Centro De Imagenologia Medica S/S Ltda(Cimedica-Centro De Imagenologia Medica S/S Ltda),15600.0,15600.0,,,,4
Doutor Irrigação(Doutor Irrigacao Ltda)(Doutor Irrigacao Ltda),15600.0,15600.0,,,,4
Doutor Irrigação(Doutor Irrigacao Ltda)(Doutor Irrigacao Ltda)(Doutor Irrigacao Ltda),15600.0,15600.0,,,,4
Dwf Soluções Industriasi(Dwf Comercio De Produtos Industriais Ltda),15600.0,15600.0,,,,3
Face Unic Anápolis,15600.0,15600.0,,,,12
Face Unic Batel (Pato Branco Pr),15600.0,15600.0,,,,12
Face Unic Gaspar (Odontologia & Harmonizacao Facial Gaspar Ltda),15600.0,15600.0,,,,12
Face Unic Londrina(Donaire & Margotto Odontologia Ltda ),15600.0,15600.0,,,,12
Face Unic Tubarão(Odontologia & Harmonizacao Facial Tubarao Ltda ),15600.0,15600.0,,,,12
Face Unic(Clinica Odontologica Joacaba Ltda ),15600.0,15600.0,,,,13
Flex(Kelvis Ferreira Galvao),15600.0,15600.0,,,,6
Império Da Moda Fsa(Mota & Almeida Confeccoes Ltda ),15600.0,15600.0,,,,6
Ivodesigne(Marcenaria M.G. Ltda),15600.0,15600.0,,,,4
Lattari Auto Pecas(P. G. Z. Lattari),15600.0,15600.0,,,,6
Limash Terapia Do Som(Limash Terapia Do Som ),15600.0,15600.0,,,,12
Mais Que Make(Mais Que Make Ltda ),15600.0,15600.0,,,,4
Mirage Alimentos(M. S. M. Da Silva Ltda),15600.0,15600.0,,,,3
Nave Net(Nave Net Servicos De Internet Ltda  ),15600.0,15600.0,,,,4
Ornare Semi-Joias & Bijoux(Ornare Bijoux & Semi-Joias Ltda),15600.0,15600.0,,,,1
Pimenta De Cheiro Fitness(Alan Tavares De Carvalho ),15600.0,15600.0,,,,4
Roso Auto Pecas(Genor Alberto Roso Ltda),15600.0,15600.0,,,,3
Sthe Store Ltda(Sthe Store Ltda),15600.0,15600.0,,,,12
Supermercado Pratico(Bem Pratico Comercio De Alimentos Eireli ),15600.0,15600.0,,,,6
Supermercado Pratiko(Pratiko Comercio De Alimentos Ltda ),15600.0,15600.0,,,,6
Supermercado Pratiko(Super Pratiko Aparecida Ltda ),15600.0,15600.0,,,,6
Supermercados Eburnio Correa Ltda(Supermercados Eburnio Correa Ltda ),15600.0,15600.0,,,,4
Taskcheck Servicos De Tecnologia Da Informacao(Taskcheck Servicos De Tecnologia Da Informacao Ltda ),15600.0,15600.0,,,,4
Toninho Auto Center,15600.0,15600.0,,,,6
Vox2you Fortaleza - Transição(Wm Treinamentos Profissionais Ltda. ),15600.0,15600.0,,,,13
Vox2you São Carlos,15600.0,15600.0,,,,13
Zarafet Confeccoes(Zarafet Confeccoes Ltda),15600.0,15600.0,,,,2
Futuranet(Enoki & Ruiz  Ltda.),15598.0,15598.0,,,,11
Safira Comercio De Marmores Ltda(Safira Comercio De Marmores Ltda),15596.0,15596.0,,,,4
Sabra Conservadora Ltda(Sabra Conservadora Ltda),15591.0,15591.0,,,,3
Kpl Fashion'S Place(Kpl Roupas E Acessorios Ltda),15576.0,15576.0,,,,6
Ibs Franchising(Ibs Franchising),15570.0,15570.0,,,,3
Landucci Comercio De Bolsas Ltda(Landucci Comercio De Bolsas Ltda),15560.0,15560.0,,,,4
Gráfica Bueno Teixeira(Gráfica Bueno Teixeira),15550.0,15550.0,,,,5
Pizza Finissima Ltda(Pizza Finissima Ltda),15540.0,15540.0,,,,4
Ddburguer(Dd Burger Ltda),15531.0,15531.0,,,,3
Florestintas(Gp Servicos Em Construcoes Ltda),15513.600000000002,15513.600000000002,,,,8
Golab Laboratorio De Analises Clinicas(Golab Laboratorio De Analises Clinicas Ltda),15510.0,15510.0,,,,3
Cws Digital(Cws Digital Plataforma E Servicos Sa),15500.0,15500.0,,,,2
Dental Form(Form Estetica Ltda),15500.0,15500.0,,,,5
Dois Irmaos Industria Quimica Ltda - Assessoria Byline - Escopo Fechado(Dois Irmaos Industria Quimica Ltda),15500.0,15500.0,,,,2
Elaza Moveis(Elaza Moveis E Decoracao Eireli ),15500.0,15500.0,,,,5
Faculdade Do Trabalho(Instituto Educacional Maria Ranulfa Ltda),15500.0,15500.0,,,,1
Farmacia Biologica(Farmacia Biologica Ondei & Cicuto Ltda),15500.0,15500.0,,,,5
Fisgou(42.516.992 Igor Kevein Alves De Matos ),15500.0,15500.0,,,,9
Fortboi(Acougue E Minimercado Brulan Ltda),15500.0,15500.0,,,,7
Ginato Opticas(Ginato Opticas),15500.0,15500.0,,,,5
Itamaq - Comercio E Servico(Itamaq - Comercio Ltda),15500.0,15500.0,,,,1
Josiani Luz(Josiani Patricia Da Luz ),15500.0,15500.0,,,,5
Laura(Litoral Clin Medicina E Saude Ocupacional Ltda ),15500.0,15500.0,,,,7
Lotus Belle(Marina Gabriela M Pinheiro ),15500.0,15500.0,,,,5
Multiverso Brasil Ltda(Multiverso Brasil Ltda),15500.0,15500.0,,,,5
Mundo Bet(Mundo Bet Assessoria E Treinamentos Ltda ),15500.0,15500.0,,,,2
Nouvelles Saúde Estetica(Nouvelles Saude E Estetica Ltda ),15500.0,15500.0,,,,5
Oftalmocare(Oftalmogroup S.A),15500.0,15500.0,,,,5
Prime Clinic(Jessica E. Machado),15500.0,15500.0,,,,4
Show Da Moda(N Da Silva Aguiar Comercio Ltda),15500.0,15500.0,,,,1
Só Barril(Nomade Bar Ltda),15500.0,15500.0,,,,5
Telastem,15500.0,15500.0,,,,31
Vanessa Rizatto Bueno Fisioterapia Ltda(Vanessa Rizatto Bueno Fisioterapia Ltda),15500.0,15500.0,,,,8
Rafael Medeiros Advocacia - Assessoria Byline - Escopo Fechado(Medeiros & Medeiros Advogados Associados S/S),15492.0,15492.0,,,,1
Grupo Construmart(Construmart Comercio E Servicos De Construcao Ltda),15480.0,15480.0,,,,3
Distribuidora Mercado Online(Distribuidora Mercado Online Ltda),15476.0,15476.0,,,,2
Raiz Armarinhos Ltda(Raiz Armarinhos Ltda)(Raiz Armarinhos Ltda),15476.0,15476.0,,,,2
Chiara Gelateria Ltda(Chiara Gelateria Ltda),15475.3,15475.3,,,,1
Ferreira Sistemas(Bruno Buttenbender Ferreira),15470.0,15470.0,,,,5
Villa D'Ouro Chocolates(Villa D Ouro Chocolates Ltda),15461.599999999999,15461.599999999999,,,,7
Lf Yachts(Lf Yachts Fabricacao Ltda),15453.0,15453.0,,,,3
Art Fusion Tattoo Company(Art Fusion Comercio De Produtos Para Tatuagem Ltda),15450.0,14750.0,,700.0,,7
Closett(Elizandra Brescovit Ltda),15450.0,15450.0,,,,3
Mais Gestao Solucoes Administrativas Ltda(Mais Gestao Solucoes Administrativas Ltda),15450.0,15450.0,,,,4
Venga Vino(Labonde Ltda),15445.25,15445.25,,,,5
Escar O Construtor(Construtora E Incorporadora Escar Ltda),15444.0,15444.0,,,,3
Nor Hotel & Spa(Krbn Nor Ltda),15411.0,15411.0,,,,11
Flex Telecomunicacoes Ltda(Flex Telecomunicacoes Ltda),15408.0,15408.0,,,,8
Ariziplay(Rogerio Ferreira Farias),15400.0,15400.0,,,,7
Azzon Engenharia Ltda(Azzon Engenharia Ltda),15400.0,15400.0,,,,7
Calil Joalheria Eireli(Calil Joalheria Ltda),15400.0,15400.0,,,,8
Emagresee Santa Maria,15400.0,15400.0,,,,11
Fabrica De Cachaca Canoas Ltda(Fabrica De Cachaca Canoas Ltda),15400.0,15400.0,,,,7
Ferraz Aguiar Soares - Advogados Associados(Ferraz Aguiar Soares - Advogados Associados ),15400.0,15400.0,,,,2
"Holper Soluções(Holper Solucoes Em Tecnologia, Consultoria E Treinamento Ltda)",15400.0,15400.0,,,,10
I9 Gesso Gramado(Obras Em Gesso Ltda),15400.0,15400.0,,,,4
Instituto Mix Chapeco - Sc (Im Chapeco Cursos Profissionalizantes Ltda),15400.0,15400.0,,,,7
Kitbox Club,15400.0,15400.0,,,,7
Odonto Minas Sumaré (Irmaos Lima Odontologia Ltda),15400.0,15400.0,,,,11
Otica Centro Oeste,15400.0,15400.0,,,,7
"Otocare(Otocare, Comercio, Fabricacao E Servicos De Moveis Ltda)",15400.0,15400.0,,,,9
Pizzaria Piciocchi(Pizzaria Piciocchi  Ltda),15400.0,15400.0,,,,7
Puma Do Sarapuy Materiais De Construcao Ltda(Puma Do Sarapuy Materiais De Construcao Ltda),15400.0,15400.0,,,,5
Sacolão Frutos Da Terra (Marta Fatima Cesca 04100737920)(Marta Fatima Cesca 04100737920),15400.0,15400.0,,,,7
Select Pool Manutencao Em Piscinas E Aquecimento Ltda(Select Pool Manutencao Em Piscinas E Aquecimento Ltda ),15400.0,15400.0,,,,7
Vary,15400.0,15400.0,,,,7
Paula Ragnini(Paula Ragnini),15399.929999999998,15399.929999999998,,,,7
Moto Chefe Araruama(Rj Moto Lagos Comercio E Servicos Ltda),15377.6,15377.6,,,,4
Arena Iracema(G Marketing Experiencia Organizacao E Producao De Eventos Ltda ),15375.0,15375.0,,,,5
Wisqueria(Wisqueria),15375.0,15375.0,,,,3
Obesogastro (Coog)(João Paulo Serviços Medicos),15356.4,15356.4,,,,6
Diana Hadassa(Diana Hadassa Comercio De Roupas Ltda),15354.0,15354.0,,,,6
North Bar E Restaurante(Martins & Silva Bar E Restaurante Ltda),15352.0,15352.0,,,,4
Comercial Textil Dfm Eireli(Comercial Textil Dfm Ltda),15330.0,15330.0,,,,5
Maryland Idiomas(Maryland Idiomas Ltda),15330.0,15330.0,,,,7
Hagff Comunicacao Visual(Ucb - Uniao Corrente Do Bem Ltda),15327.0,15327.0,,,,3
Clínica Bella Brazil(Bella Brazil Saude Ltda),15312.0,15312.0,,,,4
Comercial Benz Ltda(Comercial Benz Ltda),15311.949999999999,15311.949999999999,,,,5
Sacaria F Batista - Assessoria Byline - Escopo Fechado(Sacaria Batista Comercio De Tecidos Ltda),15305.0,15305.0,,,,1
Claudinei Cesar Costa Ltda - Assessoria Byline - Escopo Fechado(Claudinei Cesar Costa Ltda)(Claudinei Cesar Costa Ltda) - Monetização,15300.0,15300.0,,,,1
Educarpe Franquias(Educarpe Franchising Solucoes Educacionais Ltda),15300.0,15300.0,,,,3
Oral Unic | Cachoeiro De Itapemirim/Es (Oral Unic Odontologia Cachoeiro De Itapemirim Ltda ),15300.0,15300.0,,,,9
Oral Unic | Torres/Rs (Oral Unic Odontologia Torres Ltda ),15300.0,15300.0,,,,9
Paketa Servicos Financeiros Sa(Paketa Servicos Financeiros Sa ),15300.0,15300.0,,,,4
Sao Paulo Dental Studio(Sao Paulo Dental Studio Servicos Administrativos E Treinamentos Ltda),15300.0,15300.0,,,,1
Vita Brasil(Vita Brasil Importacao E Distribuicao Ltda ),15300.0,15300.0,,,,3
Rhf Talentos (Franquia / Cintia Aguiar Treinamentos E Consultoria Ltda(Cintia Aguiar Treinamentos E Consultoria Empresarial ),15297.0,15297.0,,,,4
Consultoria Esportiva Pabllo Santos Ltda(Consultoria Esportiva Pabllo Santos Ltda),15295.0,15295.0,,,,5
Cmw Energia Solar(Cmw Instalacoes E Manutencao Ltda),15294.0,15294.0,,,,6
Dragon Computadores(Tajima Novaes Informatica Ltda),15280.0,15280.0,,,,5
Aluguel Computadores(Fernando Roberto),15264.0,15264.0,,,,4
Be Pink Multimarcas(Montagna Comercio De Roupas E Acessorios Ltda),15256.0,15256.0,,,,4
Cbb(Cbb Cia Brasileira De Beleza Ltda),15256.0,15256.0,,,,4
Elo Corretora De Seguros Ltda(Elo Corretora De Seguros Ltda),15256.0,15256.0,,,,4
Ff Biotecnologia Molecular Ltda(Ff Biotecnologia Molecular Ltda),15256.0,15256.0,,,,4
Ilhaservice Tecnologia(Ilha Service Tecnologia E Servicos Ltda),15256.0,15256.0,,,,4
Poke Flow(Ines Rosalen Fit Food Ltda),15256.0,15256.0,,,,4
Marcia Fervienza Astrologia E Astroterapia Ltda(Marcia Fervienza Astrologia E Astroterapia Ltda),15252.0,15252.0,,,,3
Worksolar(J. G. Prandini Ltda),15240.0,15240.0,,,,5
Connect English(Connect English),15224.0,15224.0,,,,5
Kombigode(Kombigode Store Artigos De Decoracao Ltda),15224.0,15224.0,,,,4
Huma Tecnologia(Huma - Cotacoes E Compras Eletronicas Ltda),15216.0,15216.0,,,,3
Jxm Negócios(Jxm Consultoria Negocios E Imoves Ltda),15215.0,15215.0,,,,5
Dolce Aroma(Dolce Aroma Comercio De Alimentos Eireli)(Dolce Aroma Comercio De Alimentos Eireli),15208.0,15208.0,,,,4
Ph & Lo Exportacao E Importacao Ltda(Ph & Lo Exportacao E Importacao Ltda),15200.86,15200.86,,,,1
"41.298.603 Fernanda Vasconcelos Carneiro(41.298.603 Fernanda Vasconcelos Carneiro)",15200.0,15200.0,,,,4
A.C Servicos De Vacinacao E Imunizacao Ltda(A.C Servicos De Vacinacao E Imunizacao Ltda),15200.0,15200.0,,,,4
Assados Da Cabanha(R J Miranda Assados Da Cabanha),15200.0,15200.0,,,,4
Associacao Prossiga Protecao Veicular(Associacao Prossiga Protecao Veicular),15200.0,15200.0,,,,4
Belis Closet(Pereira E Freitas Comercio De Vestuario Ltda ),15200.0,15200.0,,,,4
Bom Beef Vila Velha/Es(Seven Ltda ),15200.0,15200.0,,,,4
Café Canastra(Martinelli Cafes Especiais Ltda ),15200.0,15200.0,,,,4
Clara Arruda(Geovania Maria De Arruda Siqueira Eireli),15200.0,15200.0,,,,4
Clinica Real Sorriso Familiar(Clajus Clinica Medica E Odontologica Ltda),15200.0,15200.0,,,,4
D & Andrade Escritorio Imobiliario S/S Ltda(D & Andrade Escritorio Imobiliario S/S Ltda),15200.0,15200.0,,,,8
Davincci Artes Gráficas Ltda(Davincci Artes Graficas Ltda ),15200.0,15200.0,,,,4
Dr Apple Friburgo(Dr. Apple Comercio E Servicos Ltda),15200.0,15200.0,,,,4
Epeople Solucoes Ltda -Matriz(E-People Solucoes Ltda),15200.0,15200.0,,,,4
Estrutura Dinamica(D. Delboni Tarpinian Ltda ),15200.0,15200.0,,,,4
Feitep(Ceitep - Centro De Educacao E Inovacao Tecnico Profissional Ltda),15200.0,15200.0,,,,6
Forte Energia(Sirley Maria Dutra 69227993134),15200.0,15200.0,,,,4
Ganan Imoveis(Moises Ganan Imoveis),15200.0,15200.0,,,,4
Geneve By Jacklaine(Jacklaine Cosmeticos Ltda ),15200.0,15200.0,,,,4
Gvn Corretores(Gvn Corretores Encaminhamentos De Propostas ),15200.0,15200.0,,,,4
Heropack Embalagens Para Protecao Ltda(Heropack Embalagens Para Protecao Ltda),15200.0,15200.0,,,,8
Hiperfar Medicamentos(Hiperfar Materiais Hospitalar E Medicamentos Ltda),15200.0,15200.0,,,,4
Infoproduto Juliana Arnoni(Juliana Poiatto Arnoni ),15200.0,15200.0,,,,4
Ironware(Ironware Software Ltda ),15200.0,15200.0,,,,4
Klincare Odontologia Ltda(Klincare Odontologia Ltda),15200.0,15200.0,,,,4
Lanzara Joias E Otica Ltda(Lanzara Joias E Otica Ltda),15200.0,15200.0,,,,4
Maakconfeccoes(Mohamad Ahmed Abduni El Khatib 48132117808 ),15200.0,15200.0,,,,4
Magisha Lounge(Next Negocios Ltda (Magisha Lounge) ),15200.0,15200.0,,,,4
Oficina 3000(Oficina 3000 Automotiva Ltda ),15200.0,15200.0,,,,4
Rabello Casa E Construcao(Walmir Rabello Materiais De Construcao Ltda ),15200.0,15200.0,,,,4
Recimetal S/A(Recimetal S/A ),15200.0,15200.0,,,,4
Sabrina Alencar Calcados Bh Ltda(Sabrina Alencar Calcados Bh Ltda )(Sabrina Alencar Calcados Bh Ltda),15200.0,15200.0,,,,8
Saude Newness(Newness Servicos Administrativos De Saude Ltda )(Newness Servicos Administrativos De Saude Ltda),15200.0,15200.0,,,,4
Slr Construcoes E Incorporacoes Ltda(Slr Construcoes E Incorporacoes Ltda),15200.0,15200.0,,,,4
Tower Print(Tower Print Impressoes Digitais Ltda),15200.0,15200.0,,,,4
Via Martina Home & Decor(K. C. Rodrigues Ltda ),15200.0,15200.0,,,,4
Vsa Company(Viana Servicos Administrativos Ltda),15200.0,15200.0,,,,4
Wood Mobili Moveis E Decoracao(Wood Mobili Moveis E Decoracao Ltda ),15200.0,15200.0,,,,4
Zartoo Tecnologia Em Software Ltda(Zartoo Tecnologia Em Software Ltda),15200.0,15200.0,,,,4
Intercréditos Filial(Wesley Marques Ferreira 14527818856),15170.68,15170.68,,,,2
Sinaloabar(Sinaloa Gastrobar & Restaurante Ltda),15155.0,15155.0,,,,5
Montclair Energy Ltda(Montclair Energy Ltda),15150.0,15150.0,,,,3
Anna Mia Brandt Ltda(Annamia Brandt Ltda),15108.0,15108.0,,,,6
Via Garden Hotel Varginha Ltda(Via Garden Hotel Varginha Ltda),15104.0,15104.0,,,,4
Brand Joias(Raphael Brandao De Mattos 16916111747),15100.0,15100.0,,,,4
Topnet Telecomunicações - Assessoria Byline - Escopo Fechado(Topnet Telecomunicações)(Topnet Telecomunicações) - Monetização,15100.0,15100.0,,,,1
Aerodynamic Technology(Aerodynamic Technology Automacao Ltda),15088.0,15088.0,,,,5
Abam(Associacao De Beneficios Dos Amigos Matogrossenses),15084.0,15084.0,,,,3
Bigzdog(Uiliam Felipe De Macedo 23031232836),15072.0,15072.0,,,,4
Nobel Tintas(Nobel Tintas Ltda),15060.0,15060.0,,,,3
Cem(Centro Educacional Mosaico Ltda),15050.0,15050.0,,,,7
Drogarias Ultra Popular(Silva Santos Drogarias 02 Ltda),15050.0,15050.0,,,,7
Global Realty Vendas Imobiliarias(Global Realty Vendas Imobiliarias Ltda),15049.07,0.0,15049.07,,,6
Bm9 Distribuicao E Importacao De Produtos Ltda(Bm9 Distribuicao E Importacao De Produtos Ltda),15042.72,15042.72,,,,2
Ghaat(Cais De Buzios Comercial Ltda),15033.0,15033.0,,,,3
Dalmolin Constru Store(Dalmolin Constru Store Ltda),15025.0,15025.0,,,,5
Livraria Joao Paulo Ii Ltda(Livraria Joao Paulo Ii Ltda),15025.0,15025.0,,,,5
As Laser Servicos De Estetica Ltda(As Laser Servicos De Estetica Ltda),15020.0,15020.0,,,,5
Sleep King Colchoes(Oliveira Tupy Colchoes Ltda),15020.0,15020.0,,,,4
Chalé E Pub Terra Sertaneja(Chalé E Pub Terra Sertaneja),15017.02,15017.02,,,,5
"+ Eco, Solucoes Em Energia(Erikson Alves De Sousa Rodrigues)",15000.0,15000.0,,,,1
[G4tr - T21]Cena(Land Solucoes Ltda),15000.0,15000.0,,,,1
"18k Joalheria(Joalheria 18k Eireli )",15000.0,15000.0,,,,4
"30.960.640 Renildo De Oliveira Conceicao(30.960.640 Renildo De Oliveira Conceicao)",15000.0,15000.0,,,,3
"3it Consultoria Ltda(3it Consultoria Ltda)",15000.0,15000.0,,,,1
"49 Educacao Ltda(49 Educacao Ltda)",15000.0,15000.0,,,,1
"49.542.542 Bianca Hermann Bittencourt(49.542.542 Bianca Hermann Bittencourt)",15000.0,15000.0,,,,1
"50.538.147 Marcos Anderson Salgado Pimenta(50.538.147 Marcos Anderson Salgado Pimenta)",15000.0,15000.0,,,,5
"57.362.882 Jose Luiz Da Silva Neto(57.362.882 Jose Luiz Da Silva Neto)",15000.0,15000.0,,,,6
A Moda Da Casa Pizzaria Ltda(A Moda Da Casa Pizzaria Ltda)(A Moda Da Casa Pizzaria Ltda),15000.0,15000.0,,,,5
A&J Excursoes(A&J Viagens E Turismo Ltda),15000.0,15000.0,,,,5
A. Teixeira (Mimos Secretos),15000.0,15000.0,,,,5
Aa Kubo Delort Corretora De Seguros - Transição(Aa Kubo Delort Corretora De Seguros ),15000.0,15000.0,,,,5
Absoluta Empreendimentos - Assessoria Byline - Escopo Fechado(Absoluta Incorporacao Imobiliaria Ltda),15000.0,15000.0,,,,1
Abundante Corretora De Seguros Ltda - Assessoria Byline - Escopo Fechado(Abundante Corretora De Seguros Ltda)(Abundante Corretora De Seguros Ltda) - Monetização,15000.0,15000.0,,,,1
Academia Fit One,15000.0,15000.0,,,,6
Açaí São Brasil(Acai Sao Industria E Comercio De Alimentos Ltda)(Acai Sao Industria E Comercio De Alimentos Ltda),15000.0,15000.0,,,,5
Acer Haus (Jpr Irrigacao E Paisagismo Eireli),15000.0,15000.0,,,,5
Adaptabox Embalagens Ltda(Adaptabox Embalagens Ltda),15000.0,15000.0,,,,1
Ademir De Villa Metalurgica(Ademir De Villa Metalurgica),15000.0,15000.0,,,,3
Adl Comercio De Artigos Do Vestuario Eireli - Transição(Adl Comercio De Artigos Do Vestuario Eireli ),15000.0,15000.0,,,,5
Adriano Guedes Eventos(Ag Eventos Ltda),15000.0,15000.0,,,,3
"Aero Midias , Eventos E Servicos(Aero Midias Eventos Ltda)",15000.0,15000.0,,,,6
Agra Motors(Agra Motors Comercio De Veiculos Ltda),15000.0,15000.0,,,,3
Agrelli Contabilidade(Agrelli Digital Ltda),15000.0,15000.0,,,,4
Aguia De Fogo(Aguia De Fogo Servicos Especializados Ltda),15000.0,15000.0,,,,5
Aguias Imperiais Computadores(Aguias Imperiais Computadores Ltda ),15000.0,15000.0,,,,5
